synset	label	lemma
02132745-v	O	renung
02133161-n	X	Beruang hitam Amerika
02133161-n	X	Ursus americanus
02133185-v	O	berpikir-pikir
02133185-v	O	menyangkakan
02133400-n	X	beruang cinnamon
02133400-n	X	ursus americanus cinnamomum
02133435-v	O	tunjuk muka
02134350-v	O	merasa
02134418-n	X	sloth
02134672-v	O	tunjuk muka
02136271-v	O	mengumandang
02136892-v	O	merefleksikan
02137070-a	X	dikebiri
02137132-v	O	memperlihatkan
02137710-v	O	memperlihatkan
02137907-v	X	nebagak
02138042-n	O	Musang
02138921-n	O	Kelelawar
02139544-v	O	memperlihatkan
02139740-v	O	memperlihatkan
02139914-n	O	Kalong
02139914-n	O	Pteropus
02140033-v	O	memamerkan
02140033-v	O	memperlihatkan
02140719-n	O	Cynopterus
02140965-v	O	melayang-layang
02141146-v	O	memperlihatkan
02141973-v	O	jual tampang
02142626-v	O	memperlihatkan
02143283-v	O	memperlihatkan
02143594-n	O	Hipposideridae
02143759-n	O	Barong
02144251-n	X	kelelawar jingga
02144835-v	O	mengubur
02144835-v	O	menyelundup
02144835-v	O	menyelundupkan
02144835-v	O	rondok
02144835-v	O	selindung
02145543-v	O	menyendat
02145543-v	X	nebagak
02145814-v	O	mengubur
02145814-v	O	menyelundup
02145814-v	O	menyelundupkan
02145814-v	O	rondok
02145814-v	O	selindung
02147466-v	O	mengubur
02148369-v	O	membahas
02148369-v	O	membelongsongi
02148369-v	O	menggelimangi
02148369-v	X	mengkover
02148788-v	O	memamerkan
02148788-v	O	mempergelarkan
02148788-v	O	memperlihatkan
02148788-v	X	menteaterkan
02148788-v	X	menunjuk cara
02149787-a	O	berbentuk
02150039-v	X	mengautopsi mayat
02150482-n	X	kelelawar vampir
02150510-v	O	tengok
02150948-v	O	tengok
02151966-v	O	mewaspadai
02152473-a	O	bersama
02152473-a	X	perasaan saling
02152716-a	O	bersama
02153387-v	O	menyimak
02153709-v	O	geladah
02153709-v	O	geledah
02153709-v	O	gelintar
02153965-a	X	brewok/mempunyai bewok
02154508-v	O	mencamkan
02154508-v	O	mengobservasi
02154508-v	O	merasa
02156225-v	O	mengobservasi
02156546-v	O	amblas
02156546-v	O	raib
02156686-a	X	dengan kaki telanjang
02156686-a	X	tidak bersepatu
02156732-n	X	tetrapoda
02157100-v	O	memproduksi
02158494-n	X	ekor sapi
02158826-a	X	buta total
02158896-v	O	berkamuflase
02159197-v	X	mempedomani
02159271-n	O	Heksapoda
02159890-v	O	berkejap
02159890-v	O	berkilauan
02159890-v	O	kerlap
02160944-v	O	kerlap
02161457-n	X	penyerbuk
02161457-n	X	polinator
02162310-v	O	mencelupkan
02162310-v	X	tertangkap-tangkap tiada
02162947-v	O	berkilauan
02162947-v	O	kerlap
02163982-n	O	Beetle
02163982-n	O	Kumbang
02164050-a	O	operatif
02164067-v	X	mengerling kepada
02164402-a	O	sepele
02165247-n	X	Kumbang koksi
02165304-v	O	membuang mata
02166436-n	O	Hippodameia
02166436-n	O	Hippodamia
02166460-v	O	berpikir-pikir
02166460-v	O	menyangkakan
02169119-v	X	mencuwil
02169352-v	O	mencamkan
02169497-n	O	kumbang daun
02171664-v	O	berdenyit
02171664-v	X	mendenyit
02172683-v	O	bergerincing
02173336-v	O	mencabik arang
02173336-v	X	melenggek-lenggek
02173663-v	X	meledak-ledak
02174662-v	X	bergemelentam
02174830-v	O	menggenjot
02174830-v	X	menalu-nalu
02175384-v	O	menggerisik
02175578-v	O	menggenjot
02177755-a	O	komposit
02180898-v	O	bergerincing
02180898-v	O	mengebel
02181538-v	O	mengebel
02181599-n	X	Kumbang beras
02181599-n	X	Kutu beras
02181724-n	X	kumbang beras
02182662-v	O	menggerisik
02182662-v	X	berdesik
02183787-v	O	bertalun
02183787-v	O	mengebel
02183787-v	O	mengumandang
02183787-v	O	talun-temalun
02186153-n	X	flea
02186153-n	X	michael balzary
02186506-v	X	bergemerencing
02186690-v	X	bergemerencing
02186868-v	O	memercik-mercik
02186868-v	O	menciprat
02186868-v	X	bergemercak
02186868-v	X	bergemericik
02187320-v	O	berungutan
02187320-v	O	gerenengan
02187320-v	O	menggerundel
02187427-n	O	Tunga, Leyte Utara
02187510-v	X	bergemelentam
02187510-v	X	mendentam
02187510-v	X	mendentum
02187693-v	O	ledakan
02187922-v	O	bergelegak
02187922-v	X	suara air mengalir
02188065-n	O	Diptera
02188065-n	O	Lalat
02188587-v	O	mendengkur
02190943-v	O	membekap
02191311-v	X	tertutup pikirannya
02191449-n	O	Langau
02191546-v	O	cecap
02191546-v	O	kenyam
02191546-v	O	merasa
02192992-v	O	mencicipi
02192992-v	O	merasa
02193765-v	O	membeda-bedakan
02193765-v	O	memperbedakan
02194286-v	O	mencoba
02194286-v	O	merasa
02197360-v	X	mencapai orgasme
02197689-n	X	drosophila melanogaster
02199999-n	O	Nyamuk
02200686-v	X	menteaterkan
02200850-n	X	aedes aegypti
02201268-v	O	mengaruniai
02201268-v	O	mengaruniakan
02201644-v	O	edar
02201644-v	O	melansir
02202384-v	O	memeliharakan
02202384-v	X	melantankan
02202928-v	O	memeliharakan
02202928-v	X	melantankan
02203152-n	O	sera
02203168-v	O	memeliharakan
02203168-v	X	melantankan
02204564-v	X	melantankan
02206462-v	O	menggenjot
02206462-v	O	menoyor
02207206-v	O	belikan
02207345-n	X	lebah ratu
02207647-n	O	prajurit
02208143-n	O	Apis
02208498-n	X	Lebah madu Afrikanisasi
02208498-n	X	Lebah pembunuh
02208537-v	O	meluwengkan
02208537-v	O	mencarter
02209745-v	O	meluwengkan
02209936-v	O	meluwengkan
02210119-v	O	tangan di bawah
02210855-v	O	mengantongi
02210855-v	X	mempermahirkan
02212811-n	O	Vespa
02214485-v	O	mengebuk
02214717-v	O	mendarmabaktikan
02215496-n	O	Sigenting
02215977-a	O	multipleks
02216985-a	O	Sama
02217266-v	O	memodali
02217266-v	O	mencukongi
02217997-n	O	Khalkis
02218173-v	O	mengoleksi
02218173-v	O	ramu
02219094-v	X	membeking
02219234-n	O	Semut
02219940-v	O	taja
02220148-v	O	taja
02220461-v	O	lencong
02220461-v	O	memutasikan
02220461-v	O	mengisarkan
02220461-v	O	mentransfer
02220788-a	O	multipleks
02222318-v	O	mencelampakkan
02222318-v	O	mengempaskan
02222318-v	X	barang-barang buangan
02225492-v	X	melanggengkan
02226833-v	X	menaruko
02228355-v	O	dampar
02228698-v	X	menjatahkan
02229055-v	O	menggerawatkan
02229550-v	O	berjatuhan
02229550-v	O	mengangsurkan
02229550-v	O	menggelulur
02229550-v	O	menyalip
02229765-n	X	gaang
02229828-v	O	berjatuhan
02229828-v	O	menggelulur
02229828-v	X	menyulutkan
02230056-v	O	berjatuhan
02230056-v	O	menggelulur
02230772-v	O	mengangsurkan
02230772-v	O	menyalip
02230772-v	X	membolak-balik
02230795-a	O	matematis
02230795-a	O	numerik
02230990-a	O	wagu
02231328-v	O	menggelecik
02231328-v	O	tergelangsar
02231328-v	O	tergelecik
02231328-v	O	tergelicik
02232190-v	O	lencong
02232190-v	O	memutasikan
02232190-v	O	mengunduh
02232251-a	O	sabas
02233096-n	O	Coro
02233096-n	O	Kecoa
02233096-n	O	Kecoak
02233154-a	O	bertepung
02233195-v	X	memposkan
02233195-v	X	mengposkan
02233338-n	X	kecoa
02233704-v	O	mengunduh
02234781-a	O	lencong
02234781-a	O	lencun
02235229-v	O	mengedrop
02236023-v	O	mengecor
02236124-v	O	meluwengkan
02236355-n	O	pijat
02236495-n	X	Kepik sejati
02236624-v	O	meluwengkan
02236896-n	O	kutu busuk
02236896-n	O	pijat
02237206-v	O	Selamat Datang
02238310-a	O	beldu
02238462-a	O	gerepes
02240490-a	O	berceracak
02240517-n	O	kutu busuk
02240517-n	O	pijat
02240674-v	O	Berusaha
02241107-v	O	mengintimidasi
02241107-v	O	ugut
02241621-v	O	ugut
02241911-v	O	bercatut
02241911-v	O	mencatutkan
02241911-v	O	menggunduli
02243086-a	O	bertekstur
02243351-n	O	Ayak-ayak
02243351-n	O	Gerridae
02243351-n	X	Anggang-anggang
02244248-v	X	menjual habis
02244603-v	O	menyadari
02244603-v	X	mensudin
02247390-v	O	bawa
02247584-v	X	menjual habis
02248465-v	O	berdampak
02249741-v	X	mengganti kerugian
02250077-v	X	membayar terlalu banyak
02250216-v	X	membayar terlalu sedikit
02250340-v	X	membayar lebih dulu
02250625-v	O	membarui
02250625-v	O	memperbarui
02250625-v	X	mengganti kerugian
02251743-v	O	binayah
02253456-v	O	memaes
02253456-v	O	mengarang-ngarang
02253456-v	X	mengganti kerugian
02254155-v	O	berutang
02254778-a	O	pilihan
02255268-v	X	menjatahkan
02255462-v	O	memperbolehkan
02256172-n	O	kutu loncat
02256656-n	X	sikada
02257141-a	O	supel
02257767-v	O	memutasikan
02259377-n	O	wereng
02261256-v	X	membolak-balik
02261642-v	X	membuat senang
02261888-v	X	menteaterkan
02262601-v	O	memensiunkan
02262752-v	X	menteaterkan
02263346-v	X	menganugrahkan
02264397-v	O	tamat belajar
02267308-a	O	sebagian
02267989-v	O	meluwengkan
02268334-n	O	Capung
02268334-n	O	Odonata
02268334-n	O	Sepatung
02268334-n	O	Sesibar
02268334-n	O	Sibar-sibar
02268351-v	O	menyia-nyiakan
02268443-n	O	capung
02269003-v	O	mengempaskan
02270815-v	O	daduk
02271137-v	O	labur
02271137-v	O	membubuhkan
02271137-v	X	melawakkan
02271817-v	O	memodali
02272549-v	O	jajah
02272549-v	O	merampasi
02272549-v	O	merejeng
02272549-v	O	meruntunkan
02272549-v	O	rampas
02272549-v	X	merasuki
02273293-v	O	merampasi
02273293-v	O	merejeng
02273293-v	O	meruntunkan
02273293-v	O	rampas
02273293-v	X	menyemati
02273326-a	O	sehat
02274482-v	O	mengambil alih
02274482-v	O	merampasi
02274482-v	O	merejeng
02274482-v	O	meruntunkan
02274482-v	O	rampas
02275152-v	O	geledah
02275365-v	O	mengklaim
02275799-v	O	berpretensi
02275921-n	O	Vanessa
02276322-v	X	menaruko
02276866-v	O	menjimpit
02276866-v	X	mencuri kecil-kecilan
02276866-v	X	menyingsinng
02277138-v	X	menyingsinng
02277448-v	O	merampasi
02278061-v	O	jiplak
02278061-v	X	menyingsinng
02278939-a	X	vigor
02279819-n	O	Danaos
02279819-n	O	Danaus
02279972-n	X	kupu-kupu raja
02280132-v	O	menyelenggara
02280132-v	X	melanggengkan
02280132-v	X	melantankan
02280845-n	O	Pierini
02280845-n	O	Pieris
02282257-n	X	kupu-kupu biru
02283716-v	O	memeliharakan
02283716-v	X	melantankan
02284096-v	X	menyuap dengan uang
02285359-n	O	Lymantriidae
02286027-v	O	merasa
02286687-v	O	demik
02286687-v	O	menggenjot
02286687-v	O	menoyor
02288295-v	O	memboyong
02288295-v	O	mengantongi
02288295-v	X	mempermahirkan
02288656-v	X	memperdayai
02289295-v	O	mengantongi
02289295-v	O	menyadari
02289295-v	X	bersuluh matahari
02289295-v	X	mensudin
02290461-v	O	mengantongi
02291258-v	X	bersuluh matahari
02291548-v	X	bersuluh matahari
02292125-v	O	mengantongi
02292432-v	O	Kantong
02292432-v	O	Saku
02292535-v	X	menggelapkan uang
02293321-v	O	mengedrop
02294436-v	O	edar
02294436-v	O	melansir
02294436-v	O	menadbirkan
02294436-v	X	menjatahkan
02295717-v	O	mendompleng
02296153-v	O	menggerawatkan
02296415-a	O	modular
02296615-v	O	melelangkan
02297635-n	O	Spodoptera
02297742-v	O	membarui
02297742-v	O	memperbarui
02297742-v	O	mengulurkan
02297948-v	O	membarui
02297948-v	O	memperbarui
02297948-v	O	mengulurkan
02298632-v	O	melelangkan
02298632-v	O	menaruh harga
02299673-a	X	bintang jatuh
02300060-v	O	panggil
02300060-v	O	pemanggilan
02300554-n	O	ulat sutra
02300554-n	X	ngengat sutera
02300554-n	X	ngengat sutra
02302817-v	O	menjaja
02303878-v	O	bawa
02304648-v	O	menyabet
02304648-v	O	merampasi
02304648-v	O	rampas
02304982-v	O	mendangkar
02304982-v	O	menghimpun
02304982-v	O	mengoleksi
02304982-v	O	mengunggun
02304982-v	O	menindan
02304982-v	O	menumpuk
02304982-v	O	menumpukkan
02304982-v	O	ramu
02305586-v	O	mengoleksi
02305586-v	O	ramu
02305856-v	O	menumpukkan
02306281-v	O	membubungkan
02306281-v	O	memeliharakan
02306281-v	O	meroket
02307026-a	O	merangsangkan
02307547-v	O	membea
02307563-a	X	jemu/bosan
02308389-v	O	membea
02309008-v	O	merangkai
02309621-v	O	menadbirkan
02310855-v	X	Rekening bank
02311387-v	O	hengkang
02311544-a	O	meleyot
02311544-a	O	rongkoh
02311544-a	X	toggek
02312006-n	X	uret
02312175-n	O	bernga
02312478-v	O	hengkang
02312742-v	O	menonaktifkan
02314658-v	X	mencabut hak milik
02316097-v	X	mencabut hak waris
02316304-v	O	mengacir
02316707-n	X	echinodermata
02316868-v	O	tangan di atas
02317335-n	X	asteroidea
02317488-n	O	Ophiuroidea
02317488-n	X	Bintang ular
02317598-a	O	spiral
02317661-v	X	melaratkan
02317781-n	X	ophiuroidea
02317836-v	O	menciutkan
02317836-v	O	mereduksi
02317836-v	O	meredusir
02318165-v	O	membangkrutkan
02318165-v	X	membuat bangkrut
02319050-v	O	merampasi
02319095-n	X	echinoidea
02319129-a	O	meleyot
02319129-a	O	rongkoh
02319129-a	X	toggek
02319669-v	O	memperbolehkan
02319967-n	O	Crinoidea
02319967-n	X	Lili laut
02320127-n	X	lili laut
02321391-v	O	menyamuni
02321391-v	O	merampasi
02321391-v	O	rompak
02321529-n	X	holothuroidea
02321529-n	X	timun laut
02321529-n	X	tripang
02321757-v	O	timpa-menimpa
02321757-v	X	busuk tangan
02321757-v	X	mengait kantong orang
02324397-a	O	lembab
02325272-v	O	bernapas
02325272-v	O	menarik napas
02325272-v	X	mengambil napas
02326237-n	O	Kelinci
02326237-n	O	Tegalan
02326237-n	O	Terwelu
02326695-a	O	bandel
02326695-a	O	dablek
02326695-a	O	keras hati
02326695-a	O	keras kepala
02326695-a	O	teguk
02327200-v	X	memperaboti
02327200-v	X	mensuplai
02329093-n	X	Hewan pengerat
02329401-n	X	hewan pengerat
02330247-v	O	pijak
02331479-n	O	Muridae
02331479-n	O	Tikus
02332627-v	O	berlarasan
02333546-n	X	tikus coklat
02333546-n	X	tikus got
02333546-n	X	tikus selokan
02333689-v	X	melawakkan
02335828-a	X	samapi
02337188-a	O	kimpus
02337667-a	O	bergula
02339120-a	O	taala
02339376-n	X	vole
02342899-a	O	pilihan
02342899-a	Y	berkualitas
02343110-a	O	unggulan
02343252-v	O	bankir
02343320-n	X	hamster emas
02343320-n	X	hamster suriah
02343320-n	X	mesocricetus
02343517-a	O	terbaik
02344243-v	O	binayah
02344568-v	O	gedor
02345048-v	O	gedor
02345288-v	O	gedor
02345856-v	O	menyelundup
02345856-v	O	menyelundupkan
02345856-v	O	seludup
02346013-a	O	punk
02346013-a	X	kualitas rendah
02346136-v	Y	impor
02346136-v	Y	mengimpor
02346409-v	O	ekspor
02346409-v	Y	mengekspor
02349597-v	X	mendiskon
02350175-v	O	mengacir
02351239-v	O	memanipulasi
02354950-n	O	Sciuromorpha
02355596-v	O	mengantongi
02356230-v	O	menggerawatkan
02356420-v	O	meritul
02356567-v	X	mengapresiasikan
02356974-v	X	melemparkan ke dalam
02357111-n	X	bajing merah
02357479-a	O	cengung
02357479-a	O	cengut
02357479-a	O	heran
02358034-v	X	bertalar
02358327-v	O	mengedrop
02358527-v	O	melandas
02359061-v	O	panggil
02359204-n	X	Anjing padang rumput
02359228-v	O	bawa
02359324-n	X	anjing padang rumput
02360497-v	X	memuncaki
02361337-n	O	marmot
02361587-n	X	marmot tanah
02361587-n	X	marmota monax
02361587-n	X	marmut tanah
02363597-v	O	bertema
02365480-n	X	kapibara
02367363-v	O	bergulir
02367363-v	O	berulah
02367363-v	O	menggulir
02367363-v	O	mengisarkan
02367492-n	X	chinchilla
02369390-v	O	bermanuver
02369811-v	O	menggelicikkan
02369948-v	O	berlomba
02370360-n	O	Kambing
02370806-n	X	ungulata
02372584-n	X	hyrax
02372605-v	O	bergulir
02372605-v	O	menggulir
02372605-v	O	mengisarkan
02373336-n	X	hewan berkuku ganjil
02373336-n	X	hewan berkuku gasal
02373336-n	X	perissodactyl
02373601-n	O	Equid
02373601-n	O	Equidae
02373843-n	O	Equus
02374914-a	O	simpatik
02375131-v	O	menguber
02375592-n	O	Hyracotherium
02376277-a	O	simpatik
02376429-v	O	mengejar-ngejar
02376429-v	O	menguber
02377418-a	O	historis
02377418-a	X	berdasarkan/menurut sejarah
02377651-a	O	sinkron
02378623-v	O	berbentrok
02378623-v	X	menyanggahi
02379528-v	O	berawal
02379753-v	O	memensiunkan
02380009-v	O	hengkang
02380009-v	O	memensiunkan
02380251-v	O	memensiunkan
02380565-a	O	sinkron
02380571-v	O	memensiunkan
02380760-v	O	hengkang
02381831-n	O	Kuda Przewalski
02381951-v	X	memulai lagi
02382132-n	O	kuda sewa
02382635-n	O	Poni Shetland
02383440-v	O	menggerawatkan
02384077-a	X	suka bercakap
02384686-v	O	jemput
02384686-v	O	panggil
02386012-v	O	berpesan
02386012-v	O	memesani
02386012-v	O	menahbiskan
02386388-v	O	menakhtakan
02386612-a	O	bumpet
02387486-v	O	asuh
02387486-v	O	membaban
02387486-v	X	mengisi kepala
02388403-v	O	asuh
02388403-v	O	membaban
02388950-v	O	menempatkan diri
02388950-v	X	mensosialkan
02389346-n	O	keledai
02389559-n	O	keledai
02390569-a	X	kacau-birau
02390786-v	X	mengijinkan masuk kembali
02390949-v	O	menakhtakan
02391049-n	X	kuda zebra
02391193-v	O	menakhtakan
02391453-v	X	menurunkan dari tahta
02391994-n	X	badak sambu
02391994-n	X	rhinoceros
02392434-n	O	Badak India
02392762-v	X	melawakkan
02392824-n	X	badak putih
02393086-v	O	lencong
02393086-v	O	memutasikan
02393161-n	X	badak hitam
02393791-a	O	menor
02393894-v	X	melegar
02393940-n	O	Tapir
02393940-n	O	Tapir Asia
02393940-n	X	Tapirus indicus
02394068-n	O	Berkuku belah
02394068-n	X	Berjari kuku genap
02394068-n	X	Binatang berkuku genap
02394068-n	X	Hewan berkuku genap
02394183-v	O	meluwengkan
02394477-n	X	hewan berkuku genap
02394662-v	X	mewakilkan kepada
02396205-v	O	menyebutkan
02396427-n	X	babi liar
02396427-n	X	sus scrofa
02396716-v	O	menyebutkan
02396720-a	O	kelezatan
02396720-a	O	lezat
02396796-n	X	babirusa
02396796-n	X	babyrousa babyrussa
02397637-v	O	membubungkan
02397637-v	O	memeliharakan
02397637-v	O	meroket
02398463-v	X	meninggikan derajat seseorang
02398521-n	O	kuda nil
02398521-n	X	kudanil
02398608-a	O	menusuk hidung
02398732-n	X	Hewan pemamah biak
02398956-v	O	bersukaria
02399185-v	O	mengedub
02399331-v	O	berdampak
02399331-v	O	membobolkan
02399399-a	O	cemplang
02400378-v	O	memilah
02400378-v	O	tampi
02401296-v	X	memilih lagi
02401305-n	O	Bovinae
02401809-v	O	memensiunkan
02401809-v	O	mencelampakkan
02402825-v	O	memecatkan
02402825-v	O	memensiunkan
02402825-v	O	mengalengkan
02402825-v	O	meritul
02402825-v	O	pecat
02402825-v	O	singkir
02403820-n	X	banteng muda
02404186-n	X	hewan ternak
02404906-n	O	zebu
02405390-v	O	memutasikan
02405440-n	X	bos banteng
02405440-n	X	bos javanicus
02405440-n	X	bos sondaicus
02405440-n	X	sapi bali
02406166-a	O	geletis
02406166-a	O	renyam
02406287-v	O	rampas
02407338-v	O	bergumul
02407338-v	O	berhantam
02407390-n	O	Holstein
02407390-n	X	Sapi frisia
02407390-n	X	Sapi holstein
02407632-v	O	bergeleparan
02408293-a	O	hipertonik
02409038-n	X	pindad anoa
02409038-n	X	pindad aps-3 anoa
02409500-a	O	teritorial
02410175-v	O	memeliharakan
02410175-v	X	melantankan
02412440-n	O	domba anakan
02412647-v	O	demik
02412647-v	O	menggenjot
02412647-v	O	menoyor
02412647-v	O	mogok kerja
02414043-n	X	karakul
02415390-a	O	gelintin
02415394-v	O	menggerupis
02416030-v	O	mencoba-coba
02416278-v	O	bekerja sama
02416278-v	O	bersama
02416285-a	X	tebal seperti krim
02418421-v	O	main-main
02419634-n	X	takin
02419773-v	O	mengulek
02420509-n	X	antilope
02420509-n	X	antilup
02421374-v	O	meloncer
02421374-v	O	mengacir
02421374-v	O	terbebas
02421449-n	X	sistem operasi GNU
02422026-v	O	memecatkan
02422026-v	O	mengacir
02422026-v	O	meritul
02422026-v	O	meroyer
02422663-v	O	memeliharakan
02422663-v	X	melantankan
02423183-v	O	memperbolehkan
02423650-v	O	memperbolehkan
02424085-n	O	bongo
02424128-v	O	menciutkan
02424128-v	O	mengintimidasi
02424652-v	O	mengentak-entakkan
02424652-v	O	menggecek
02424652-v	O	merapun
02424652-v	O	tindas
02425112-v	O	menawarkan diri
02425462-v	X	bertalar
02426395-v	O	gulung tikar
02427103-v	O	melansir
02427103-v	O	mengecor
02427103-v	O	tercari
02427334-v	O	basmi
02427334-v	X	menghapus malu
02427726-v	O	menahbiskan
02427916-v	O	menahbiskan
02428487-v	O	hengkang
02428487-v	O	memensiunkan
02428924-v	O	kerumun
02428924-v	O	kumpul
02428924-v	O	menghimpun
02428924-v	O	ramu
02429456-n	X	rusa amerika
02429810-v	O	panggil
02430045-n	X	cervidae
02430580-v	O	mencerai
02430580-v	X	memasah
02430580-v	X	memecah-belah
02431320-v	O	membobolkan
02431320-v	O	mencerai
02431320-v	O	meregah
02431728-a	O	cape
02431971-v	O	menadbirkan
02432154-a	X	Sangat lelah
02432395-v	O	berkhotbah
02432530-v	O	kelola
02432530-v	O	menyelenggara
02433123-v	O	meritul
02433546-n	X	rusa roe
02433925-n	X	caribou
02434238-v	O	kelola
02434954-n	X	kijang muncak
02434954-n	X	muncak
02434954-n	X	muntjak
02434976-v	O	mendompleng
02435552-v	X	menggabungkan kembali
02436067-n	O	Pelanduk
02436349-v	O	membehandel
02436349-v	O	menadbirkan
02436349-v	O	menekel
02436813-n	O	Camelidae
02437312-n	O	Dromedary
02437465-v	O	main-main
02437482-n	O	Unta Bactrian
02437482-n	X	Unta baktrian
02438188-a	X	tanpa nada
02439033-n	O	jerapah
02439047-v	O	menggembalakan
